,num,summary
0,113.txt,"""But I'm not going to start Wright-Phillips on the left."" Eriksson also revealed that Wes Brown will start alongside Jamie Carragher in the injury-hit centre of defence.
He has been playing well all season and I look forward to seeing him."" And he added that Andy Johnson and Stewart Downing - the other two new players in the squad - would also get a chance to impress.
""Wright-Phillips, Downing and Johnson will start or get the chance to play some part."
0,114.txt,"Robben sidelined with broken foot
Chelsea winger Arjen Robben has broken two metatarsal bones in his foot and will be out for at least six weeks.
And he added: ""It felt different then last summer when I had the same injury on my other foot."
0,115.txt,"""With the games he's played for United, proportionately it doesn't seem that many for Wales,"" Toshack said.
""But he's one of the greatest of all Welsh internationals and on his 50th cap it's appropriate he's captain."" Giggs admits he had briefly considered retirement from the international game, but is now targetting playing for Wales in the 2008 European Championships.
Giggs admits he was wavering and considering joining the likes of former Wales skipper Gary Speed and United team-mate Paul Scholes in committing the remaining years of his career to club football.
""For this particular game I think it is appropriate that Ryan Giggs will be captain, it's his 50th cap and he's known for some time about that,"" Toshack said.
On Wednesday night Toshack takes charge of his first match since replacing Hughes, and Giggs said: ""It's my 50th cap and I am looking forward to it, and I hope to play a lot more times from here on in."
0,116.txt,"Manchester City's Paul Bosvelt will find out ""within a month"" whether he is to be offered a new one-year deal.
He is an unsung hero,"" said Keegan."
0,117.txt,"Rangers are set to loan out-of-favour midfielder Dragan Mladenovic to Real Sociedad, despite the closure of the January transfer window.
Sociedad have been given special permission by the Spanish FA to sign a player due to an injury crisis."
0,118.txt,"Parry has to deliver a new 60,000-seat stadium in Stanley Park by 2007 amid claims of costs spiralling above Â£120m.
Throw in the small matter of warding off every top club in world football as they eye captain Steven Gerrard, and you can see Parry is a man with a lot on his plate.
This will not come as news to Parry, a lifelong Liverpool supporter, but his quiet determination suggests he is no mood to be found wanting...
Captain Gerrard is central to Liverpool's plans and Parry's insistence that all offers will be refused is a firm statement of intent.
Morgan had a succession of bids rejected, having come close in the summer only for talks to break down over potential costs for the new stadium.
Parry meanwhile sees the new ground as crucial to Liverpool's future, but is refusing to become emotionally attached to the idea.
He is determined the ground will only be built on an affordable basis and will not make future Liverpool management hostages to the new stadium.
Liverpool have publicly refused to entertain the idea of stadium sponsorship and potential naming rights - but the realism of Arsenal's stunning Â£100m deal for their new Emirates Stadium at Ashburton has changed the landscape.
Through a cleverly worded statement, the club has effectively forced Gerrard to publicly make the decision for himself, which I think is the right thing to do.
Parry's statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players."
0,119.txt,"For an international manager, a friendly provides an important opportunity to work with your players.
Some people have been saying it would be better to get the players together for the week, and do away with the 90 minutes at the end.
I would say it's 50-50 whether you should have these games or not, and if you look at it that way you would probably say you're better not doing so.
But international bosses will tell you that scrapping friendlies is counterproductive because the only way for a team to get better is by playing.
The more you play together, the easier it is when it comes to the crunch in games like World Cup quarter-finals against Brazil."
0,120.txt,"Barcelona's pursuit of the Spanish title took a blow on Sunday as they fell to a 2-0 defeat at home to Atletico Madrid.
England team-mate Michael Owen came on for Raul after 76 minutes with the game already won."
0,121.txt,"But Parry, speaking exclusively to BBC Sport, also admits Gerrard, who has been constantly linked with Chelsea, will have the final say on his future.
But we are also realistic enough to know we can't keep Steven against his will."" On the subject of Liverpool's finances, Parry also revealed the club is ready to explore the possibility of a sponsorship deal for its proposed new stadium.
And responding to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen, he insisted talks on new investment are ongoing, but added the door has not closed on shareholder and lifelong fan Steve Morgan.
There have been several highs and lows during his time in charge at Anfield - and he had a busy summer, overseeing the arrival of new manager Rafael Benitez and managing to hold on to Steven Gerrard.
He said: ""They were looking for ways of saying they got more out of the deal for Fernando Morientes, but the response to Real Madrid was the same - Steven is not for sale."" But when asked if Gerrard would be a Liverpool player on the first day of next season, Parry said: ""I sincerely hope he will be.
""I think Steven would dearly love to win things with Liverpool more than he'd like to do anything else.
There are a lot of other players who feel the same, so we all have a common aim."" It is expected Chelsea will test Liverpool with a Â£30m-plus bid in the summer - but Parry claims he will be in no mood to listen.
And he confessed Arsenal's Â£100m deal with Emirates to sponsor their new ground - complete with naming rights - has given the Anfield club serious food for thought.
""But the Arsenal deal is the sort of deal that causes you to draw breath and say 'wow - that's interesting.' ""My personal point of view is that I would find it a hell of a lot more palatable than a shared stadium."" Some Liverpool fans would find such a move highly controversial, but Parry countered: ""I recognise it would be an emotive issue for many supporters, but you look at the amount of money available and it could go into the team.
On the subject of possible new investment, Parry revealed Liverpool are still in negotiations with a mystery investor, with rumours of interest from the Middle East.
He also accused Liverpool of using him as ""a stalking horse"" to attract other bids, but Parry explained: ""Steve has never been used as a stalking horse.
Through a cleverly worded statement, the club has effectively forced Gerrard to publicly make the decision for himself, which I think is the right thing to do.
Critical time for Liverpool with regards to Gerrard.
Parry's statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players."
0,122.txt,"Brentford face a home tie against holders Manchester United in the FA Cup sixth round if they can come through their replay against Southampton.
Newcastle will be at home to either Tottenham or Nottingham Forest.
Bolton host Arsenal or Sheffield United and Leicester will visit the winners of the Burnley and Blackburn replay.
Southampton or Brentford v Manchester United"
0,123.txt,"England's defensive worries have deepened following the withdrawal of Tottenham's Ledley King from the squad to face Holland.
Injured Rio Ferdinand and Sol Campbell were both left out of the squad, and Matthew Upson has already pulled out."
0,124.txt,"Glazer, currently owns a 28.1% stake in the club, and United's statement to the stock exchange said: ""The board has noted the recent press speculation on this subject.
""The board can confirm that it has now received a detailed proposal subject to various pre-conditions which may form the basis of an offer for Manchester United from Glazer."
0,125.txt,"The Premier League is attempting to find a mutually convenient date to investigate allegations Chelsea made an illegal approach for Ashley Cole.
Both Chelsea and Arsenal will be asked to give evidence to a Premier League commission, but no deadline has been put on when that meeting will convene.
Chelsea have yet to officially confirm or deny the meeting, which would be in breach of Premier League rule K3."
0,126.txt,"Dundee United manager Ian McCall has won a reprieve from the sack, with chairman Eddie Thompson calling for an end to speculation over his future.
It is understood that McCall would have been sacked if Sheffield Wednesday manager Paul Sturrock had been willing to return to Tannadice.
""All that matters at the present time - is us all having a total focus on the games ahead and a positive series of results being achieved."" Dundee United players had expressed their solidarity with McCall after their side's 3-0 Scottish Cup win over Queen of the South.
I had five years there as a coach, six as a player, two years as a manager - once you've done that kind of thing, it's the result you look for."
0,127.txt,"Mandic continued in the Sydney Morning Herald: ""Harry's struggling a bit but the club are doing everything they can to get him right."
0,128.txt,"Scotland manager Walter Smith says he wants to restore the national team's respectability in world football.
Smith has joined his first squad for a three-day get-together near Manchester in preference to playing a friendly."
0,129.txt,"Defenders Danny Gabbidon and Gareth Roberts, plus Ryan Giggs have hamstring concerns, while there are also doubts over Robbie Savage (groin)."
0,130.txt,Larne's teenage star Robbie Weir is poised to join Sunderland after turning down a move to Stoke City.
0,131.txt,"The IFA upheld its original decision to throw Newry out of the cup following the Andy Crawford registration row.
''This is a big issue, now that we have an appeal pending,'' On Wednesday, a fresh IFA hearing into Crawford registration saga, ruled that last week's original verdict had been correct.
If we are not back in the Irish Cup after our appeal, and guided by our legal advise, we will seek to lodge an injunction in the courts to stop Bangor playing Portadown.''"
0,132.txt,"Brian Kerr's side will face the 54th ranked Chinese on 29 March - just three days after the World Cup qualifier against Israel in Tel Aviv.
Italy will visit on 17 August in what will be a warm-up game ahead of the autumn World Cup qualifiers."
0,133.txt,"Switzerland, Ireland, France and Israel are all now tied on five points from three matches - although the Republic look to have a slight edge after claiming away draws in Basel and Paris.
""Looking back, we had an opportunity to get the three points, but we are happy with a point and that will give us confidence going into Wednesday's game.
It would certainly be good to avoid a play-off, but on the back of a couple of good results I don't see why we can't win the group."" Manager Brian Kerr was keen to mention the contribution of Stephen Carr and Finnan on Ireland's right flank at the Stade de France."
0,134.txt,"Manager Brian Kerr and FAI officials met representatives from Switzerland, France, Cyprus, Israel and the Faroe Islands to arrange the fixture schedule.
Switzerland v France; Israel v Faroe Islands; Cyprus v Republic of Ireland.
Switzerland v France; Israel v Faroe Islands; Cyprus v Republic of Ireland.
Switzerland v France; Israel v Faroe Islands; Cyprus v Republic of Ireland."
0,135.txt,"Four African players, including Zimbabwe goalkeeper Energy Murambadoro, are all ready to play for Israeli club Hapoel Bnei Sakhnin in the Uefa Cup."
0,136.txt,Iranian striker Vahid Hashemian will not travel to Israel for Bayern Munich's Champions League match against Maccabi Tel Aviv on Wednesday.
0,137.txt,"The Football Association has said it will not be bringing charges over the tunnel incident prior to the Arsenal and Manchester United game.
Arsenal's Patrick Vieira had earlier denied accusations that he threatened Gary Neville before the 4-2 defeat.
They are big enough players to handle themselves,"" said Vieira.
Patrick Vieira has apparently threatened some of our players and things like that."""
0,138.txt,"Newcastle boss Graeme Souness has reopened his dispute with Craig Bellamy after claiming the Welshman was ""not good enough"" for the Magpies.
Bellamy left Newcastle to join Celtic on loan after a major row with Souness."
0,139.txt,"After a quiet opening, James denied Damien Duff, Jiri Jarosik and Mateja Kezman, while Paul Bosvelt cleared William Gallas' header off the line.
Chelsea had most of the possession in the second half but James kept out Frank Lampard's free-kick and superbly tipped the same player's volley wide.
First, Duff got round Ben Thatcher and blasted in a shot that James parried to Kezman, who turned the ball wide.
Chelsea were now looking more like Premiership leaders and James kept out Kezman's fierce drive before Bosvelt and James combined to clear Gallas' header from Duff's corner.
Cech, Paulo Ferreira, Gallas, Terry, Bridge, Jarosik (Tiago 56), Lampard, Makelele, Duff, Gudjohnsen, Kezman (Cole 63)."
0,140.txt,"Barcelona assistant coach Henk Ten Cate has branded Chelsea's expected complaint to Uefa as ""pathetic"".
The source of Chelsea's anger was an alleged talk between Barca boss Frank Rijkaard and referee Anders Frisk, who later dismissed Didier Drogba.
Uefa has said its own tunnel representative witnessed nothing unusual out of the ordinary during the half-time break.
It is not good behaviour after a match,"" he said."
0,141.txt,"Benitez responded: ""I spoke to Steven and said to him that in future it's better to think we can win the Champions League."
0,142.txt,"England forward Michael Owen has told the BBC he is happy in Spain and has no plans to quit Real Madrid to return to the Premiership in the near future.
""For a fourth-choice striker at the start I'm more than happy with the way I've settled in."" Recent speculation has linked Owen with a move back to England, with Newcastle expressing their interest, but the England striker said he is not ready to return home.
""I can't keep my eyes off the Premiership on television when I'm at home."" When asked if it would have to be Liverpool if he returned Owen said: ""I've not really given it much thought."
0,143.txt,"The club's managing director, Keith Edelman, stressed that the development of their new Â£350m stadium had no affect on Wenger's spending power.
Edelman added that it was pointless having a brand new stadium if the team did not match the surroundings."
0,144.txt,"An early own goal followed by an Alan Shearer strike earned them a 2-1 win and a place in the Uefa Cup last 16.
But Souness said he did not think beating the record would have any bearing on his decision to retire at the end of the season."
0,145.txt,"Middlesbrough boss Steve McClaren hopes that Stewart Downing did not seriously damage his hamstring during the 2-1 Uefa Cup win over Graz AK.
""In the second half we were better but it was frustrating because we got the goal - but one slip and they were back in it."" Boro face Sporting Lisbon for a place in the quarter-finals after the Portuguese side saw off Feyenoord on Thursday.
And McClaren added: ""Sporting are technically very good - Portuguese sides always are."
0,146.txt,"Rangers had rarely threatened until Celtic goalkeeper Rab Douglas let defender Vignal's 25-yard drive slip through his grasp and into the net.
It ended Celtic's 11-game unbeaten run at home in Old Firm derbies and gave Rangers manager Alex McLeish his first victory at the home of his Glasgow rivals.
But Waterreus did well to beat away Bellamy's disappointing low drive from 16 yards.
Dado Prso turned inside Neil Lennon only for the Celtic goalkeeper to beat away his powerful 18-yard drive.
: Waterreus, Hutton, Kyrgiakos, Andrews, Ball, Buffel, Ferguson, Ricksen, Vignal, Prso, Novo."
0,147.txt,"The Scottish Football Association is awaiting referee Hugh Dallas's report before acting against Hearts winger Saulius Mikoliunas.
Rangers' striker Dad Prso was also sent off during the same incident when he received a second yellow card for wrestling the ball away from Craig Gordon and leaving the Hearts keeper on the ground.
Hearts' boss John Robertson said: ""Mikoliunas has thrown his chest against the assistant referee's chest and got a red card for it."
0,148.txt,Manchester United fans wearing Eric Cantona masks will not be allowed in Selhurst Park on Saturday.
0,149.txt,"Legendary Dutch coach Rinus Michels, the man credited with developing ""total football"", has died aged 77.
Michels played for Ajax and coached the side to four national titles between 1965-71 and a European Cup in 1971."
0,150.txt,"""Forest played with a lot of players behind the ball in the first half, but at 2-0 they were dead and buried."" Looking ahead to the quarter-final, Jol said: ""Newcastle have got a very good side and they are always difficult."" However, he added that his side, who are four places above the Magpies in the Premiership, were ""not afraid of anyone"".
""We dug in and the gaffer said to us at half-time to keep being patient and that the goal will come."" Forest manager Gary Megson conceded his team did not deserve anything after a poor performance.
""If you play like we did and concede two goals from corners you're going to have an uphill battle against a very good team,"" he said."
0,151.txt,"Michael Owen revelled in his return to the to the Real Madrid starting line-up and inspired a 3-1 win over Real Betis on Wednesday by scoring the first goal.
Victory took Real to within six points of leaders Barcelona and Owen is confident Real can close the gap."
0,152.txt,"Manchester United manager Sir Alex Ferguson said his side's task against AC Milan would not be made any easier by the absence of Andriy Shevchenko.
""It's a loss (to Milan), but it could be worse if they didn't have such quality to bring in,"" Ferguson said.
Ferguson's own goalscoring talisman Ruud van Nistelrooy is fit again, but the Scot admitted he was unsure whether to start the Dutchman, who has not played for three months.
""Hopefully, we can get to that final in Turkey and bring the cup back to Manchester."" Milan coach Carlo Ancelotti said his team were looking forward to returning to the venue where they lifted Europe's most prestigious club title two seasons ago."
0,153.txt,Ian Rush's future as Chester manager is uncertain after he and assistant Mark Aizlewood refused a severance package.
0,154.txt,"Jose Antonio Reyes has added to speculation linking him with a move from Arsenal to Real Madrid after falling victim to a radio prank.
""I'm happy Madrid is interested in me because it has always been my dream since I was little to play there."" Before the story surfaced, Reyes had moved to play down reports linking him with the Spanish giants, issuing a statement through Arsenal describing the speculation as ""flattering"".
""I have seen the stories in the media linking me with Real Madrid,"" he had said on Thursday lunchtime."
0,155.txt,"Benitez defended goalkeeper Jerzy Dudek, whose failure to hold on to Dimitar Berbatov's weak drive allowed Franca to score with the last kick of the game - and give the German team a lifeline for the second leg.
""He had played a very good game - and had we scored our other chances, nobody would be talking about about their goal.
""Steven Gerrard is a key player for us,"" said Benitez."
0,156.txt,"Newcastle boss Graeme Souness is lining up a summer move for England and Real Madrid striker Michael Owen.
""I'm after three, four or five new players in the summer - we have got lots of targets,"" he said."
0,157.txt,"Kolo Toure's late goal gives the Gunners hope for the second leg, but Wenger said: ""The only positive is that we are still in the tie.
This was a bad night - but I still have confidence in the quality of my players, as well as their spirit and desire."" But Wenger's Bayern counterpart Felix Magath was in no mood to celebrate either.
""Arsenal are fully capable of scoring several goals against us on their own turf."" Arsenal keeper Jens Lehmann, whose personal rivalry with Bayern goalkeeper Oliver Kahn was not helped by the result, said: ""Do I blame myself for the third goal?"
0,158.txt,"AC Milan defender Jaap Stam says Manchester United ""know they made a mistake"" by selling him in 2001.
""I was settled at Manchester United, but they wanted to sell me.
Wednesday's game at Old Trafford will provide an intriguing confrontation between United's young attackers Wayne Rooney and Cristiano Ronaldo and Milan's veteran defence of Stam, Paolo Maldini, Cafu and Alessandro Costacurta.
Stam says Rooney's teenage stardom is in stark contract to his own start in the game."
0,159.txt,"Mourinho's side were knocked out of the FA Cup by Newcastle last Sunday before seeing Barcelona secure a 2-1 Champions League first-leg lead in the Nou Camp.
""In the Champions League all three teams can either go through or go out but the one team that is in the best position is still Chelsea."""
0,160.txt,"Former Blackburn boss Roy Hodgson says the Premiership should follow the rest of Europe and have a winter break - but insists that a gruelling domestic schedule will not damage the English elite's bid for Champions League glory.
It gives players the chance to recharge their batteries midway through the season, which some suggest will give teams an advantage in the Champions League.
""The bigger discussions around the winter break should be to do with the nature of football today, the needs of football players and the way the Premiership has developed, rather than one or two matches in the Champions League in February."" Hodgson believes a winter break carries many advantages, explaining: ""As I said, it is the perfect chance to recharge batteries.
""In pre-season you get a lot of enthusiasm and energy but by the time you get towards Christmas many players, having also played plenty of international matches for club and country and travelled a lot, find themselves getting very jaded."
0,161.txt,"Claudio Ranieri has been sacked as Valencia coach just eight months after taking charge at the Primera Liga club for the second time in his career.
Ranieri first took charge of Valencia in 1997, guiding them to the King's Cup and helping them to qualify for the Champions League."
0,162.txt,"Whether he has an operation has got to be left to Chelsea."" Cole, who also struggled with an ankle problem earlier in the season, was unable to rest because O'Leary had a shortage of strikers."
0,163.txt,"Lauren, Patrick Vieira, Freddie Ljungberg and Ashley Cole scored for Arsenal, while Andy Gray and Phil Jagielka were on target for the Blades.
Arsenal were barely seen as an attacking force in the opening 45 minutes, although Ljungberg turned a half-chance wide after good work by Cesc Fabregas.
Owusu-Abeyie's pace was causing all sorts of problems for the Blades, and as extra-time began, another surging run into the penalty area almost set up a chance for Ljungberg.
Kenny, Geary, Morgan, Bromby, Harley, Liddell, Montgomery, Jagielka, Thirlwell, Tonge (Quinn 97), Gray.
Almunia, Lauren, Cygan, Senderos, Cole, Fabregas (Toure 90), Vieira, Flamini (Aliadiere 113), Clichy, Lupoli (Owusu-Abeyie 45), Ljungberg."
0,164.txt,"But in a statement on Spurs' website, Jol said: ""I'm happy here, I'm not in discussion with anyone else, I don't want to go elsewhere."" Ajax have enlisted the help of Dutch legend Johann Cruyff, currently a consultant at Barcelona, to help find a new head coach."
0,165.txt,"Baros, who is Liverpool's leading scorer this season, denied reports of a row with Benitez but claims he is mystified at being left on the bench."
0,166.txt,"Southampton's David Prutton faces a possible seven-match ban when he goes before the Football Association.
Paolo di Canio was given a seven-match suspension when he pushed referee Paul Alcock over in a Premiership game between Sheffield Wednesday and Arsenal in 1998.
He was out of order but he knows that,"" said Redknapp.
Off the pitch you couldn't meet a nicer lad."" Prutton has apologised publicly for his actions and to Arsenal's Robert Pires, who was injured in a wild tackle by the Saints' midfield man."
0,167.txt,Injured Chelsea winger Arjen Robben has insisted that he only has a 10% chance of making a return against Barcelona in the Champions League.
0,168.txt,"Rinaldi told BBC Sport: ""I have to say that nobody from Chelsea or any other London club has contacted me.
""If Chelsea are interested then they must make an offer."" Inter are reported to have slapped a price tag in the region of Â£40m on the head of Adriano, who joined them just over a year ago from Parma.
But Rinaldi said: ""I cannot give you a price that Inter would accept for Adriano."
0,169.txt,"The Football Association will take no action against Chelsea boss Jose Mourinho following his sending-off in Sunday's Carling Cup final.
Mourinho still faces an FA investigation into his allegation that Manchester United's players 'cheated' during January's Carling Cup semi-final at Stamford Bridge."
0,170.txt,"Spain coach Luis Aragones is furious after being fined by The Spanish Football Federation for his comments about Thierry Henry.
I've never done that and I have medals for sporting merit."" Aragones was handed the fine on Tuesday after making racist remarks about Henry to Arsenal team-mate and Spanish international Jose Reyes last October.
The Spanish Football Federation at first declined to take action against Aragones, but was then requested to do so by Spain's anti-violence commission."
0,171.txt,"A club spokesman confirmed: ""It is a bilateral sportsman's hernia, which was operated on yesterday."" Morrison was sent for scans after being substituted at half-time during Boro's 2-1 UEFA Cup win over Graz AK in which he scored the equaliser."
0,172.txt,"The pair worked together at Barcelona and Porto and Robson had a word of warning for his protege.
""It has all gone for him just lately and that is marvellous, but sometimes you have to have a bit of humility and learn how to lose,"" said Robson.
""Jose is doing very well at the moment,"" Robson added of the man who worked for him for six years."
0,173.txt,"Queens Park Rangers keeper Chris Day is set to join Preston on a month's loan.
Day has been displaced by the arrival of Simon Royce, who is in his second month on loan from Charlton."
0,174.txt,"But Mourinho has used Cudicini regularly in the Carling Cup, and the Italian has only let in one goal in his four appearances during Chelsea's run to the final."
0,175.txt,"""He has spoken to manager David Moyes about what happened."" Beattie was suspended for the win at Aston Villa after his red card against Chelsea and he will be available again for the Merseyside derby at Liverpool on 20 March."
0,176.txt,"""He is still a quality player and knows where the net is - we have just got to supply him with ammunition and, in the end, we did,"" Keegan said.
""People want to write him off but if he has kept the articles of those people who have written him off he could throw them back at them and they would be left with a bit of egg on their face."" Fowler's double strike helped City come back from two goals down to clinch a dramatic win at Carrow Road and Keegan sympathised with Norwich boss Nigel Worthington afterwards."
0,177.txt,"He's always put Liverpool first."" Thompson, who savoured seven title-winning seasons and two European Cup triumphs during his Anfield playing career, is confident that the lure of Champions League football will keep Gerrard at Anfield.
""I hope Champions League football will beckon for Liverpool - either as winners or as finishing fourth in the Premiership - and he will commit himself."
0,178.txt,"Ashley Cole has refused to blame Robin van Persie for leaving Arsenal with no fully-fit strikers for the FA Cup fifth round replay at Sheffield United.
Freddie Ljungberg is likely to be used in an emergency striking role and will be partnered by either Arturo Lupoli, Quincy Owusu-Abeyie or Jeremie Aliadiere."
0,179.txt,"- Blackburn boss Mark Hughes: ""Burnley are resolute and have individual talent but I fully expect us to progress.
- Rovers, who are aiming to win the Cup for a seventh time in their history and first time in 77 years, face another replay against Championship opposition after eventually disposing of Cardiff at Ewood Park in the third round.
But they've not been beaten in the competition by a club outside the Premiership for nine years, since Ipswich - then in the second tier - defeated them 0-1 after extra time in a third round replay at Ewood Park on 16 January 1996.
When they last met their near neighbours in the FA Cup 45 years ago, it also required an Ewood Park replay, which the home side won 2-0, and when they last met in the League, Rovers did the double.
- Manager Mark Hughes, who won the Cup four times as a player, is aiming to steer Rovers into the quarter-finals for the second time in 12 years, and first time since the 2000/2001 season.
Success here, and victory home to Leicester in the next round, could see Rovers in the semi-finals without having played Premiership opposition.
- While Blackburn have not played since the fifth round tie, Burnley have had two League outings away from home, drawing 1-1 at Derby and losing 1-0 at Preston."
0,180.txt,"- Brentford boss Martin Allen: ""After conceding eight goals in our last three matches, I have to admit I'm not very confident.
- BRENTFORD are the lowest ranked club left in the FA Cup. They're on their best run in the competition since reaching the quarter-finals for the fourth time in their history 16 years ago.
Victory over Premiership strugglers Southampton, would bring the mighty Manchester United to Griffin Park and a gigantic pay day for the sole League One survivors.
Southampton striker Henri Camara scored twice from close range to put the Saints in command, but Isaiah Rankin hit back just before half time, and Sam Sodje headed past a creaky defence on 58 minutes.
But they haven't lost in six League and Cup games on home turf - winning three and drawing three since the reverse to Torquay on Boxing Day.
- Victory here would set up a repeat of the 1976 final, when Saints astounded the football world by defeating Tommy Docherty's Manchester United courtesy of Bobby Stokes' famous winner.
- To get to within two matches of a second visit to the Millennium Stadium in three years for the final, Harry Redknapp must guide his side past a club 36 places inferior on the League ladder, and a manager 19 years his junior, who played under him at West Ham. HEAD TO HEAD"
0,181.txt,"The French star was part of the Chelsea side crushed 5-1 at the Nou Camp in the Champions League quarter-final second leg in 2000.
Former Chelsea captain Desailly, who is now playing for Al-Gharafa in Qatar, says there is no comparison between that side and the current Blues team, who are top of the Premiership.
This team has a new motivation and a different mentality."" World Cup winner Desailly saw huge changes during his time at Stamford Bridge.
""Since that game in 2000, Chelsea have gained more experience in Europe and were very close to reaching the Champions League final last season."" Desailly is one of the most decorated players in the history of football.
""And it's amazing that Paolo has managed to play at such a high level for such a long time."""
0,182.txt,"The French star was part of the Chelsea side crushed 5-1 at the Nou Camp in the Champions League quarter-final second leg in 2000.
Former Chelsea captain Desailly, who is now playing for Al-Gharafa in Qatar, says there is no comparison between that side and the current Blues team, who are top of the Premiership.
This team has a new motivation and a different mentality."" World Cup winner Desailly saw huge changes during his time at Stamford Bridge.
""Since that game in 2000, Chelsea have gained more experience in Europe and were very close to reaching the Champions League final last season."" Desailly is one of the most decorated players in the history of football.
""And it's amazing that Paolo has managed to play at such a high level for such a long time."""
0,183.txt,"Chelsea manager Jose Mourinho expects the Champions League clash with Barcelona to be a fight to the finish.
""I have been managing for five years and I have the same amount of Champions League trophies to my name."" Barcelona star Ronaldinho admitted: ""I think that it is going to be a difficult match for us because Chelsea have a good team full of big stars."
0,184.txt,"Holders Manchester United and Premiership leaders Chelsea both face difficult away ties against Premiership opposition in the FA Cup fifth round.
Arsenal were handed a potential home tie against fellow Londoners West Ham, providing the Hammers come through their replay against Sheffield United.
Charlton will play Leicester and Bolton await the winners of the Derby-Fulham replay."
0,185.txt,"""In June I will decide whether to continue to play for Bolton or retire from professional football."" Allardyce hopes Candela's arrival will relieve Bolton's injury crisis after defender Nicky Hunt limped out injured during Oldham's 1-0 win against Oldham in the FA Cup on Sunday."
0,186.txt,"Norwich have signed Charlton midfielder Graham Stuart until the end of the season for an undisclosed fee.
Hopefully, he can be part of keeping us in the Premier League."" Stuart has extensive top-flight experience with Everton, Chelsea and Charlton and can play across the midfield positions."
0,187.txt,"Newcastle striker Craig Bellamy is discussing a possible short-term loan move to Celtic, BBC Sport understands.
And it is unlikely that Newcastle would allow the player to go on loan to another Premiership club."
0,188.txt,"Arsenal's Sol Campbell has called the rivalry between Manchester United and the Gunners ""bitter and personal"".
You try and balance out over the course of a season but I've had so many rough decisions against them you begin to wonder."" With tensions spilling over afterwards - United boss Sir Alex Ferguson was allegedly pelted with pizza in the players' tunnel - there is little surprise that so much is riding on the return encounter on.
""Everyone at Arsenal has been waiting for this game,"" said Campbell."
0,189.txt,"Blackburn have said all along that they want Â£6m for the midfielder and Williams has rejected proposals from Rangers over a player-swap deal.
Williams said: ""We are in dialogue with Glasgow Rangers but we have no agreement."" The negotiations will have to be concluded by midnight on Monday, when the winter transfer window shuts."
0,190.txt,"Mauritius host the first group, and their opponents are Madagascar, the Seychelles and South Africa.
Bafana Bafana play the Seychelles before Mauritius take on Madagascar in a double-header on 26 February.
The two winners return to the New George V stadium the next day and the victor of the group decider advances to August's final mini-tournament.
In June, former champions Zambia will host Lesotho, Malawi and Swaziland in the third group in Lusaka."
0,191.txt,Reid rejected a move to Southampton after Forest accepted a cash-plus-players offer while Spurs had made previous bids for the 22-year-old.
0,192.txt,"New Southampton manager Harry Redknapp faces an immediate reunion with his old club Portsmouth after they were drawn together in the FA Cup fourth round.
Exeter City face a home tie against Middlesbrough if they can see off holders Manchester United in a replay.
Oldham's reward for beating Manchester City is a home tie with Bolton, while Yeovil will be away to Charlton.
Chelsea host Birmingham, Tottenham travel to West Brom and Arsenal will entertain Championship side Wolves.
""Maybe I'll be in for some stick, there's always some of that but we'll get on with it and it's only a game of football."" Birmingham manager Steve Bruce admitted their trip to Stamford Bridge to face Premiership leaders Chelsea was the toughest draw possible.
""But it's the best competition in the world as far as I am concerned and we will give it our best shot."" Brentford boss Martin Allen remained cautious despite his side's favourable draw - a home tie with either Hartlepool or Boston."
0,193.txt,"Real Madrid are closing in on a Â£2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.
Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January."
0,194.txt,Germany coach Jurgen Klinsmann has warned goalkeeper Jens Lehmann he may have to quit Arsenal to keep his World Cup dreams alive.
0,195.txt,"Juninho's agent has confirmed that the player is hoping for talks with Martin O'Neill as the Brazilian midfielder comes closer to departing Celtic.
Hassel says Juninho, who has just bought a new home, would ""desperately like to stay at Celtic"" but will seek a move if it is made clear that he is not wanted.
""I know there is interest from a Brazilian club, but I know Juninho doesn't want to go there,"" said Hassel.
In fact, he wants to stay at Celtic."" Hassall made it clear that a move to Manchester City, who are badly in need of a midfield play-maker, was more of a possibility than Botafogo, or Mexican outfit Red Sharks Veracruz, who also expressed an interest."
0,196.txt,"Arsenal manager Arsene Wenger has signed a new contract to stay at the club until May 2008.
Wenger has ended speculation about his future by agreeing a long-term contract that takes him beyond the opening of Arsenal's new stadium in two years.
He said: ""Signing a new contract just rubber-stamps my desire to take this club forward and fulfil my ambitions."
0,197.txt,"The FA is to take action after trouble marred Wednesday's Carling Cup tie between Chelsea and West Ham.
He did not require stitches."" West Ham boss Alan Pardew said: ""It's a shame because I thought there was good English banter in the crowd.
Police in riot gear battled with West Ham fans in the Matthew Harding stand and at least one supporter required treatment."
0,198.txt,"""The United players were trying to wind us up about the result but I didn't see any soup being thrown at anyone."" However, Edu tried to play down the incidents, adding: ""There was nothing that I haven't seen in Brazilian derbies.
""Reyes was being kicked all over the park - they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off."" Following the game, the Football Association said it would look into events in the tunnel."
